name,image,price
HALTER KNIT TOP - Multicoloured by Zara,https://static.zara.net/assets/public/1bd2/b5c0/64cb43d89294/72e175ad83be/04938016330-a1/04938016330-a1.jpg?ts=1747666866608&w=573,"₹ 2,550.00"
HALTER KNIT TOP - Blue by Zara,https://static.zara.net/assets/public/eaab/ad59/4884411ab1af/9f156d5875ed/04938015400-000-a5/04938015400-000-a5.jpg?ts=1747827653347&w=573,"₹ 2,550.00"
TEXTURED WAISTCOAT WITH BELT - Ecru by Zara,https://static.zara.net/assets/public/8d9c/9b0b/49c149788ee1/08f0c5a5388d/02132140712-p/02132140712-p.jpg?ts=1745490111321&w=573,"₹ 4,950.00"
PRINTED TULLE TOP - Black by Zara,https://static.zara.net/assets/public/150e/af99/efa4463e944a/83a98355cfc1/05039124800-a1/05039124800-a1.jpg?ts=1741785341543&w=573,"₹ 2,150.00"
TEXTURED BANDEAU TOP - Black by Zara,https://static.zara.net/assets/public/ab74/a7a6/ed174a7c9fc2/15d32c1247d8/03644317800-a2/03644317800-a2.jpg?ts=1748361938112&w=573,"₹ 1,950.00"
INTERLOCK BANDEAU TOP - White by Zara,https://static.zara.net/assets/public/31e5/565e/03b54430bf55/aed02b0354cb/03641368250-a1/03641368250-a1.jpg?ts=1746786205937&w=573,₹ 950.00
LACE BODYSUIT WITH BOW - Black by Zara,https://static.zara.net/assets/public/a058/4cb4/c14f41f1919c/8755b5ab74ec/06050360800-a1/06050360800-a1.jpg?ts=1748944900368&w=573,"₹ 2,150.00"
STRIPED KNIT WAISTCOAT TOP - Navy / White by Zara,https://static.zara.net/assets/public/85e9/ca9a/a0674306bdb5/beb6830e8f4c/04331024043-a1/04331024043-a1.jpg?ts=1747386824377&w=573,"₹ 2,550.00"
GLOBO JACQUARD WAISTCOAT - Black by Zara,https://static.zara.net/assets/public/d38a/8b10/222d4de2bf9b/747454d20e9c/02721559800-a1/02721559800-a1.jpg?ts=1740667004011&w=573,"₹ 4,350.00"
SLEEVELESS BODYSUIT - Petrol blue by Zara,https://static.zara.net/assets/public/c02b/a3f8/67a24f988bde/7fddef975b40/01165170409-a1/01165170409-a1.jpg?ts=1737721434587&w=573,"₹ 1,950.00"
ZW COLLECTION ASYMMETRIC STRIPE TOP - striped by Zara,https://static.zara.net/assets/public/3c1c/e511/640d4d60aa37/27be1313bea5/02887047104-a3/02887047104-a3.jpg?ts=1741626537861&w=573,"₹ 3,550.00"
FLORAL STRAPLESS TOP - Red by Zara,https://static.zara.net/assets/public/73c8/c829/40b24205a961/72fc7f45cfad/05070012600-a2/05070012600-a2.jpg?ts=1741168440913&w=573,"₹ 3,550.00"
