name,image,price
Sparkly Cable Knit Crew Neck Knitted Vest,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T53_5385U_S4_X_EC_0","₹2,390.00"
Cotton Rich Ribbed V-Neck Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_2967C_NU_X_EC_0",₹690.00
Cotton Rich Striped Ribbed Half Zip Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_7917C_K4_X_EC_0",₹790.00
Textured Off The Shoulder Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_2007C_KY_X_EC_0",₹990.00
Heatgen™ Medium Fleece Thermal Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_02_T32_9210_F0_X_EC_0","₹1,790.00"
Sparkly Wrap Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T43_2435_Y0_X_EC_0",₹990.00
Spot Mesh Long Sleeve Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_02_T81_8829X_OA_X_EC_0",₹590.00
Cotton Blend Textured Off The Shoulder Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_1771C_MU_X_EC_0",₹590.00
Cotton Rich Striped Slim Fit Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_7691_F4_X_EC_0",₹890.00
Cotton Rich Borg Lined Zip Up Hoodie,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_7236C_DQ_X_EC_0","₹2,390.00"
Jersey Ribbed Slash Neck Regular Fit Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T43_7066_GD_X_EC_0",₹990.00
Printed Round Neck Regular Fit Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T43_7545_A4_X_EC_0",₹990.00
Jersey Geometric Round Neck Regular Fit Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T43_7526_Y4_X_EC_0",₹990.00
Cowl Neck Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/OD_01_T43_5004K_GD_X_EC_0","₹1,190.00"
Velvet Embellished Regular Fit Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T43_2382G_Y0_X_EC_0","₹1,690.00"
Pure Cotton Mandarin Collar Textured Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/OD_01_T41_9028K_Y4_X_EC_0","₹1,490.00"
Cable Knit Sequin Knitted Vest with Wool,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T38_0352_XH_X_EC_0","₹1,690.00"
Lace Cami Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T43_3873_Y0_X_EC_0","₹1,190.00"
Cotton Modal V-Neck Relaxed Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_2984_F4_X_EC_0",₹590.00
Studded Cami Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T43_2184G_Y0_X_EC_0","₹1,190.00"
Cotton Rich Sparkly Regular Fit Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_2015C_Y0_X_EC_0",₹690.00
Cotton Rich Striped Ribbed Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_7697_F4_X_EC_0",₹590.00
Cotton Rich Striped Crew Neck Sweatshirt,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_3077C_J4_X_EC_0","₹1,690.00"
Jersey Shirred Detail Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T43_3825_ND_X_EC_0","₹1,190.00"
Boucle Poncho,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T01_7274J_V0_X_EC_90","₹1,790.00"
Modal Rich High Neck Regular Fit Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T43_4904J_J0_X_EC_0",₹990.00
Brushed Fringed Poncho,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T01_7276J_K0_X_EC_90","₹2,690.00"
Textured Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_1794C_P6_X_EC_0","₹1,090.00"
Pure Cotton Square Neck Slim Fit Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_7133_Y0_X_EC_0",₹590.00
Cosy Funnel Neck Slim Fit Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_3901_IP_X_EC_0",₹690.00
Linen Rich Square Neck Vest Top,/on/demandware.static/Sites-mnsindia-Site/-/default/dwc01c448e/images/online_exclusive.png,"₹1,240.00"
Textured Tipped Detail Knitted Vest,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T38_0264T_T6_X_EC_0","₹1,790.00"
Textured Crew Neck Knitted Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T38_4333_Y0_X_EC_0",₹990.00
V-Neck Knitted Vest with Linen,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T53_5328U_NZ_X_EC_0","₹1,490.00"
Jersey Super Soft Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T43_2583J_SH_X_EC_90","₹1,690.00"
Scoop Neck Seamless Fitted Crop Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T51_5766_CB_X_EC_0",₹790.00
Cotton Rich Striped Funnel Neck Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_6693_N4_X_EC_0",₹890.00
Air-Yarn Crew Neck Knitted Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T38_4888_XH_X_EC_0",₹790.00
Sparkly Cape,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T43_0056G_XX_X_EC_0","₹2,790.00"
Pure Cotton Slim Fit Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_4588_RM_X_EC_0",₹390.00
Cotton Rich Striped Crew Neck Knitted Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T38_0654A_Y4_X_EC_0",₹790.00
Cotton Rich Bandeau Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_9498_O5_X_EC_0",₹490.00
Embellished Off The Shoulder Bardot Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T43_2314G_Y0_X_EC_0",₹990.00
Cotton Rich Textured Knitted Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T38_6060_XX_X_EC_0","₹1,490.00"
Cotton Rich Pointelle Knitted Vest,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T38_6930_KY_X_EC_0","₹1,190.00"
