name,image,price,product_link,product_type
Lyocell Rich Printed Blouse,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_1028W_Y8_X_EC_0",₹799.00,/lyocell-rich-printed-blouse/p/P60709296.html,tops
Organza Embellished Button Detail Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T43_1004G_Y0_X_EC_0","₹3,499.00",/organza-embellished-button-detail-top/p/P60765244.html,tops
Sparkly Crew Neck Knitted Vest,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T38_5757_XJ_X_EC_0","₹1,249.00",/sparkly-crew-neck-knitted-vest/p/P60650637.html,tops
Textured Crew Neck Button Front Cardigan,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T38_5061_Y0_X_EC_0","₹4,999.00",/textured-crew-neck-button-front-cardigan/p/P60703994.html,tops
Pure Cotton Animal Print Slim Fit Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_3085W_N4_X_EC_0","₹1,499.40",/pure-cotton-animal-print-slim-fit-top/p/P60723361.html,tops
Pure Cotton Short Sleeve Beach Shirt,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T52_2229_Y0_X_EC_0","₹1,799.40",/pure-cotton-short-sleeve-beach-shirt/p/P60726891.html?dwvar_P60726891_color=Y0,tops
Short Sleeve Textured Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_2248C_ND_X_EC_0","₹1,999.00",/short-sleeve-textured-top/p/P60724035.html,tops
Ribbed Roll Neck Jumper,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T38_4232_GB_X_EC_0","₹2,999.00",/ribbed-roll-neck-jumper/p/P60701969.html,tops
Linen Rich Collared Shirt,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T52_0076_Z0_X_EC_0","₹2,342.81",/linen-rich-collared-shirt/p/P60711860.html,tops
Round Neck Relaxed Yoga Crop Sweatshirt,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T51_5914A_KY_X_EC_0","₹1,999.20",/round-neck-relaxed-yoga-crop-sweatshirt/p/P60720264.html,tops
Pure Cotton Tie Back Detailing Blouse,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_4133W_E4_X_EC_0","₹1,874.06",/pure-cotton-tie-back-detailing-blouse/p/P60735006.html,tops
Ribbed V-Neck Button Front Cardigan,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T38_5766_K1_X_EC_0","₹2,342.81",/ribbed-v-neck-button-front-cardigan/p/P60741462.html,tops
Puff Sleeve Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T43_0047T_A0_X_EC_0","₹1,405.31",/puff-sleeve-top/p/P60745585.html,tops
Scoop Neck Tie Front Relaxed Cropped Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T51_5987_BV_X_EC_0","₹1,199.40",/scoop-neck-tie-front-relaxed-cropped-top/p/P60649048.html,tops
Frill Neck Tie Detail Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T43_0062T_Z0_X_EC_0","₹1,874.06",/frill-neck-tie-detail-top/p/P60745689.html,tops
Floral Frill Neck Tie Detail Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T43_0066T_Z4_X_EC_0","₹1,874.06",/floral-frill-neck-tie-detail-top/p/P60747287.html,tops
Printed Puff Sleeve Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T43_0070T_Y8_X_EC_0","₹1,405.31",/printed-puff-sleeve-top/p/P60745668.html,tops
Pure Cotton Appliqué Tie Neck Blouse,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_4196W_LH_X_EC_0","₹3,499.00",/pure-cotton-appliqu%C3%A9-tie-neck-blouse/p/P60735009.html,tops
Rib Half Zip Yoga Sweatshirt,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T51_6485_N7_X_EC_0","₹2,399.20",/rib-half-zip-yoga-sweatshirt/p/P60744974.html,tops
Scoop Neck Mesh Back T-Shirt,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T51_5177P_RX_X_EC_0","₹1,199.40",/scoop-neck-mesh-back-t-shirt/p/P60688355.html,tops
Pure Cotton Embroidered V-Neck Blouse,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_1086W_Y0_X_EC_0","₹1,799.40",/pure-cotton-embroidered-v-neck-blouse/p/P60709298.html,tops
Pleated Collared Shirt,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T43_0011S_ZO_X_EC_0","₹2,099.40",/pleated-collared-shirt/p/P60732871.html,tops
Cotton Rich Slim fit 3/4 Sleeve Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_8976_Y0_X_EC_0",₹499.00,/cotton-rich-slim-fit-3%2F4-sleeve-top/p/P60429813.html,tops
Metallic Knitted Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T38_5759_XX_X_EC_0","₹2,342.81",/metallic-knitted-top/p/P60691919.html,tops
